r/R;;;;;;;;;;;;;;;;
0.275;0.325;0.3992;0.47;0.5201;0.6705;0.7002;0.9819;1.1859;1.97;2.72;3.27;3.8782;4.4898;4.92;5.198;
Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;deg
MZ_seg1;MZ_seg2;MZ_seg3;MZ_seg4;MZ_seg5;MZ_seg6;MZ_seg7;MZ_seg8;MZ_seg9;MZ_seg10;MZ_seg11;MZ_seg12;MZ_seg13;MZ_seg14;MZ_seg15;MZ_seg16;Blade 1 Azimut
-13.2;18.4;76.4;130.7;135;135.7;-163;446.9;-597.8;-282.9;-224.4;-239;-266.3;-253.9;-351.6;-385.6;159
-13.2;17.8;75.3;128.9;133.3;134.1;-164.5;445.6;-598.9;-283.5;-224.7;-239.1;-266.3;-253.8;-351.6;-385.6;160
-13.3;17.3;74.1;127.1;131.6;132.6;-166.1;444.4;-600.1;-284.2;-225;-239.2;-266.3;-253.8;-351.6;-385.6;161
-13.3;16.8;72.9;125.2;129.8;131;-167.7;443.1;-601.3;-284.8;-225.2;-239.3;-266.3;-253.8;-351.6;-385.6;162
-13.4;16.3;71.7;123.4;128;129.4;-169.2;441.8;-602.4;-285.3;-225.4;-239.4;-266.3;-253.7;-351.6;-385.6;163
-13.5;15.7;70.5;121.5;126.2;127.8;-170.8;440.6;-603.6;-285.9;-225.6;-239.4;-266.3;-253.7;-351.5;-385.6;164
-13.5;15.2;69.3;119.6;124.4;126.2;-172.4;439.3;-604.7;-286.4;-225.7;-239.4;-266.3;-253.7;-351.5;-385.6;165
-13.6;14.7;68;117.7;122.6;124.5;-174;438.1;-605.9;-286.8;-225.8;-239.4;-266.2;-253.6;-351.5;-385.6;166
-13.6;14.1;66.8;115.8;120.8;122.9;-175.7;436.8;-607;-287.3;-225.9;-239.4;-266.2;-253.5;-351.4;-385.6;167
-13.7;13.6;65.5;113.9;118.9;121.3;-177.3;435.5;-608.1;-287.8;-226;-239.3;-266.1;-253.5;-351.4;-385.6;168
-13.8;13;64.3;111.9;117;119.6;-178.9;434.3;-609.2;-288.2;-226.1;-239.3;-266;-253.4;-351.3;-385.6;169
-13.8;12.5;63;109.9;115.2;118;-180.6;433;-610.3;-288.6;-226.1;-239.2;-265.9;-253.3;-351.3;-385.6;170
-13.9;11.9;61.7;108;113.3;116.3;-182.2;431.8;-611.4;-289;-226.2;-239.1;-265.8;-253.2;-351.2;-385.5;171
-13.9;11.4;60.4;105.9;111.3;114.6;-183.9;430.5;-612.6;-289.4;-226.2;-239;-265.6;-253.1;-351.2;-385.5;172
-14;10.8;59.1;103.9;109.4;112.9;-185.6;429.2;-613.7;-289.8;-226.2;-239;-265.5;-253;-351.1;-385.5;173
-14;10.3;57.8;101.9;107.5;111.2;-187.3;428;-614.8;-290.2;-226.3;-238.9;-265.4;-252.9;-351;-385.5;174
-14.1;9.7;56.5;99.9;105.5;109.5;-189;426.7;-615.9;-290.6;-226.3;-238.8;-265.3;-252.8;-351;-385.5;175
